mt_main_poi_id	mt_poi_cate2_id	mt_poi_cate3_id	poi_name
90850596	10	2084	顺景大排档
90850601	10	11	好米干饭把子肉
90850621	23	2042	ゆきラメン
90850626	10	2088	小全龙虾馆
90850631	30	1917	延陵羊肉店
90850666	10	11	江南煲仔堡
90850726	230	230	大宝湘菜馆
90850741	184	2124	兴红酒楼
90850756	23	2042	上高地食堂
90850796	30	1911	小雨点饭店（富杨路）
90850831	2163	9	林林活鱼海鲜店
90850871	184	236	Chinese Noodle Marusho
90850876	255	258	蔡塘店天天枸杞
90850891	319	2121	香宫
90850896	249	1903	壹客烘焙坊
90850906	10	1951	重庆一绝米线馆
90850996	10	2109	旺旺铅山筒骨烫粉
90851001	201	244	兴隆荞饭鸡火锅
90851011	184	2124	君兰饼店
90851016	10	2109	家尝小食
90851031	184	2124	陶艺村餐厅
90851046	10	1969	美滋滋
90851056	319	2120	宏发建材行
90851086	10	1955	食尚冒菜
90851126	249	1903	树太太家庭烘培
90851156	184	2124	Primo Posto Del Khao Yai
90851196	10	11	黄焖鸡米饭（沙县小吃）
90851226	10	2099	沙县小吃（黄焖鸡米饭）
90851236	10	251	肥猪新鲜猪什粥
90851271	184	2124	热心人家小火锅
90851281	257	667	猪肉门市食品站
90851286	10	11	木桶饭
90851291	184	2124	天津香飘飘食品工业有限公司（西门）
90851306	184	236	胖嫂大酒店
90851326	10	1946	柳州螺蛳粉
90851351	184	2124	任老五厨房卫浴水暖城
90851381	30	1904	车站里
90851396	319	2114	亚太罐头
90851451	257	665	必铭水果店
90851516	255	258	アシダ企画
90851526	255	258	金龙鱼
90851531	10	2024	煎饼果子
90851541	184	2124	好朋友第八餐厅
90851551	2163	9	天地缘海鲜城
90851591	230	230	李家菜馆
90851601	315	220	多多海鲜烧烤广场
90851626	201	2035	老渔夫
90851646	10	2109	成都名特小吃
90851691	249	179	charme bakery Ponshe
90851716	255	258	旭フレッシュ
90851731	23	2042	颖飞寿司
90851786	10	11	银凤餐馆
90851791	10	183	淮味面馆
90851796	249	12	法式脆皮蛋糕（孙家老店）
90851826	10	1943	沙士比精致鲜包
90851831	30	1998	大叁元
90851886	309	26	那波勒
90851906	2165	1988	Kamakura Kanro Izumi
90851936	10	2109	沙家炒面馆
90851941	184	2124	リポッソ
90851961	23	2042	すし屋の芳野
90852001	10	2109	鸡排偶遇饭（上海路店）
90852006	2165	2113	半唐咖啡（步行街店）
90852016	2164	2045	三妹家常菜
90852031	2165	1988	Cafe Cilcolino
90852091	10	183	王师傅麻辣牛肉面
90852101	10	11	亮亮快餐店
90852176	10	11	悦来快餐厅
90852201	10	2109	浩客小吃
90852206	184	2124	博白特色白切
90852221	235	235	那拉提
90852231	184	2124	Tamanohaguya
90852236	10	11	华莱香
90852266	184	2124	Itarian Blu-mare
90852281	23	2042	本格炭火焼肉 桜苑 通天閣本通
90852296	2164	2046	侠缘土菜馆
90852316	255	258	群慧健康生活超市
90852336	10	1945	凌波肥肠粉
90852346	201	1933	旋转小火锅
90852361	2165	1988	Balcony Cafe
90852396	249	179	Beans happy
90852476	10	1955	蜀纪冒菜
90852486	184	2124	魔力小鸡
90852491	255	258	あじかん新居浜営業所
90852506	10	2099	林校沙县小吃
90852511	2165	2113	润康纯净水（御东分公司）
90852531	23	2042	ちゅるるちゅーらラーメン研究所
90852556	10	2087	吉阿婆麻辣烫
90852566	23	2042	焼鳥炭焼職人
90852571	10	2109	虎头桥凉菜
90852611	23	2042	やまびこ
90852631	10	183	鼎鲜面馆
90852676	2165	2110	茶桔便-创意饮品
90852686	249	12	【派】Party house
90852731	230	230	城市田园原味餐厅
90852756	257	665	新鲜水果店
90852776	10	183	鲁甘城牛肉面
90852781	249	179	菊水堂
90852806	10	11	福万家自助中式餐厅
90852811	2165	1988	浅見製茶工場
90852816	10	183	面掌柜 新文化主题面馆
90852841	2165	2110	小豆现磨豆浆
90852846	257	667	正业黑猪肉
90852871	184	2124	CoCo壱番屋 久留米西鉄駅前店
90852896	10	2027	东坡肉夹馍
90852916	249	12	美味手工馍
90852921	23	2042	勘八
90852951	2164	2051	回民缘饭庄
90852986	315	383	D8烧烤
90852996	202	171	韩大地自助烧烤
90853036	10	11	昌瑞美食店
90853061	10	2082	旺华饺子馆
90853081	184	2124	CARDENAS CHINOIS
90853096	184	2124	学苑超市
90853101	30	1911	鑫馨饭店
90853116	10	2082	蜂王饺子馆
90853126	10	11	银香鸡饭
90853136	10	11	王氏外婆味美食坊
90853141	255	258	欣鑫发粮店
90853161	10	2109	久久炸鸡
90853176	2165	2113	开心芋圆
90853191	249	12	金丰蛋糕房
90853221	249	12	林小妞の私人烘焙
90853231	10	11	和合乐美食
90853236	10	1950	酸汤牛肉米线
90853281	2165	2110	乐堂口私房茶饮（东西巷店）
90853291	10	251	美佳乐粥店
90853321	184	2124	煎并天下
90853331	229	2001	数码煲仔饭锅锅香
90853346	10	2087	玥强麻辣烫
90853436	10	2109	兰州马家正宗牛肉面
90853461	249	179	カンテボーレ防府店
90853476	184	2124	向阳酒楼
90853481	10	183	正宗兰州牛肉拉面
90853486	184	2124	ランチハウス越ヶ谷店
90853511	257	665	果市多新鲜果园（地区医院店）
90853531	10	2094	磨乡坊豆腐脑
90853541	10	183	天下香民俗风味体验馆（蔡家坡高速路口店）
90853566	201	244	魏记牛排火锅
90853576	184	236	刘记餐馆
90853591	10	2109	飘香卤味专卖店
90853606	249	12	古早味蛋糕店
90853611	257	665	珍果汇水果
90853626	184	2124	居酒屋夢語り
90853646	201	244	天禧火锅
90853706	257	665	鲜果园
90853721	184	2124	196°icecream
90853726	201	244	固始鹅块
90853741	315	383	夜子明主题串吧
90853756	10	183	晋运面食
90853766	10	1949	粉面时刻（黄焖鸡米饭）
90853771	10	183	钟记老良牛肉面
90853776	10	1953	零0柒汤锅城
90853801	2165	2110	绿岛奶茶饮吧（弥渡店）
90853811	10	2109	开心花甲
90853816	255	258	兄弟红星粉条总经销
90853836	10	11	和合砂锅居
90853871	2164	2045	桥头小炒
90853926	315	383	涵涵温瑜串吧
90853986	249	12	乐稻嘉西饼（狮子山街配送中心）
90854006	298	298	旺旺饭店
90854016	10	1951	乐香居麻辣串粉米线
90854036	10	183	子涵安徽板面馆
90854061	201	244	全牛驴火锅（义蓬店）
90854071	255	660	零食多
90854081	230	230	李家菜馆
90854086	10	183	重庆特色面馆
90854141	10	2087	波波家麻辣烫
90854161	201	2036	龙孟羊肉汤锅
90854176	10	2109	香娟老鸭王
90854181	10	183	鱼香面馆
90854216	10	11	老孙快餐
90854226	249	12	美味蛋糕屋（斌芬蛋糕店）
90854266	184	236	黄龙夜肆
90854281	184	2124	柳川屋六騎オアシス篠栗店
90854301	23	2042	ドリミーシェル
90854321	10	1965	遵义牛羊肉粉面馆
90854326	184	2124	若とり鷲ノ木店
90854361	10	2109	留香斋早点
90854376	298	298	大众客赞
90854406	184	2124	こゆき
90854416	255	662	栗子侠糖炒栗子店（西藏南路店）
90854426	184	2124	欧式无水脆皮蛋糕
90854451	2165	1988	遇见书店咖啡
90854471	10	2088	渔翁石锅鱼飘香小龙虾
90854491	184	236	日月潭海外便利店
90854506	315	220	小馋猴串吧
90854511	24	24	The Frypan韩国炸鸡&啤酒（康沈路店）
90854566	10	11	一家园快餐
90854586	10	2090	老袁凉菜熟食熏肉店
90854641	10	2109	蓝天商贸
90854676	10	11	新罗南韩烧烤美食城
90854706	255	258	丰江米业
90854711	10	2109	永康鲜肉饼
90854721	257	665	富国水果超市
90854731	184	2124	Fukuzushi
90854746	184	2124	客缘食店
90854801	255	258	无敌五金电料商行
90854836	27	1993	正宗宜良南羊孔记烤鸭
90854916	10	2109	晨光烧饼（敦和路店）
90854921	201	153	夏日串串香
90854956	2163	9	Kakikoya Aobadai
90854986	10	183	大西北牛肉面
90855026	2165	1988	Liberty Coffee
90855031	202	8	姐妹29元自助
90855066	10	11	三尚品
90855091	184	2124	简朴寨餐馆
90855101	10	2088	穆大大秘制龙虾炸鸡店
90855126	184	2124	旺角大排档
90855131	10	1975	福建蒸饺·炖品煌
90855161	10	11	麦香源拉面
90855191	10	1950	正宗云南过桥米线
90855211	10	11	潮客猪脚饭
90855216	257	666	荣胜生鲜超市
90855231	315	383	大刚烧烤
90855281	201	241	姚村人麻辣鱼（河间店）
90855286	184	2124	Joninudoru
90855291	235	235	西北拉面
90855306	184	2124	Lab Nua Krua Esan
90855311	10	2109	安福豆汤面
90855361	2163	9	岳腾香砂锅粥（高沙店）
90855366	10	2109	令狐羊肉粉
90855371	10	2109	碗碗香面馆
90855376	257	665	花果山水果超市（遂平店）
90855391	319	233	肠粉王客家汤粉
90855401	2165	1988	Ｓｏａｐ
90855436	184	2124	Azabusabo
90855446	10	11	BBQ Hannam
90855456	10	11	阿建快餐
90855471	10	2082	二哥水饺店
90855476	10	2109	正宗台湾小吃（易小桥店）
90855481	184	2124	老铺
90855496	184	2124	ふくや
90855506	184	2124	Ikkyu
90855511	201	1933	小火锅牛肉面
90855521	249	12	心语蛋糕（桐乡店）
90855526	184	2124	Ramen Haraoka
90855546	257	665	丹丹水果店
90855561	10	251	潮汕砂锅粥
90855591	10	2109	锦誉阁
90855596	10	183	特色宜宾燃面
90855606	10	11	永记祥餐饮店
90855656	184	2124	雨林海货店
90855661	230	230	湘西人家
90855666	2163	9	余记石锅鱼
90855726	184	2124	明阁美食馆
90855741	257	666	双汇冷鲜肉专营店
90855766	202	169	鑫远白天鹅酒店自助餐
90855781	249	179	長谷川だんご
90855796	2165	1988	suzukake
90855821	10	251	韩记潮汕砂锅粥
90855861	235	235	纳吉小锅抓饭
90855876	249	12	千色语面包坊
90855901	249	179	金丝黑米糕
90855911	10	2095	武冈卤菜
90855921	2164	120	蛤蟆寨蒙古包烤全羊私房菜（清真店）
90855951	23	2042	Soba restaurant Azumi
90855966	10	2109	鸽鸽红特色鸽肉砂锅面
90855981	10	1946	螺蛳粉先生（江华总店）
90855986	23	2042	鳥まさ
90855996	2165	1988	云上时光家庭旅馆（海棠湾店）
90856001	10	183	兰州正宗牛肉面
90856021	10	1966	老龚凉皮店
90856046	2165	1988	Club Harie J'oublie le temps
90856076	2164	2046	徐子农家菜馆
90856086	10	11	社区助老大食堂
90856101	10	2109	好味鸡肉粉
90856116	257	665	佳农副食水果超市
90856121	229	2003	鲜味客鱼庄（滨河路店）
90856161	201	153	实验串串香
90856181	10	2084	老地方排档（209乡道）
90856216	201	244	辣子村土菜馆
90856236	10	11	麦隆基快餐店
90856271	184	2124	河川人家
90856276	201	242	万阳春
90856281	10	11	香香饭店
90856371	184	2124	吴记山泉水原味汤粉王
90856376	315	2044	蚝门盛宴（三部）
90856401	255	662	向果子
90856411	2164	2046	干岛湖农家菜馆
90856441	10	2109	付庄双龙糁馆
90856466	298	298	南昌煨汤（油炸麻辣烫）
90856471	319	2115	一帆风顺茶餐厅
90856486	175	2007	古道里菜馆
90856491	24	24	绣丽纹艺半永久韩式眉
90856496	10	2099	福建沙县小吃
90856561	175	2007	小明下乡办酒
90856566	10	1943	德元大包
90856601	249	179	饶式糕点
90856606	184	2124	Meikyoku Kissa Himawari
90856616	10	2109	华英馋嘴鸭
93158481	2163	9	鑫照美食农庄
93158486	257	667	芳芳水果乐园
93158511	10	11	唐宫小食店
93158521	10	2087	好汉冒菜
93158531	10	11	soho1985奶茶小食简餐
93158566	10	11	重庆山城面
93158611	23	2042	ちおん
93158646	201	244	李想大虾火锅花园（东大街店）
93158666	319	2121	南湖酒家
93158676	249	12	渝·嘉艺名门
93158711	249	179	快乐奶吧
93158821	249	179	愿菓
93158861	23	2042	Restaurant Shimamura L'esprit De Mikuni
93158886	201	244	隆福老火锅
93158891	10	2109	土家酱香饼
93158896	184	2124	大众餐馆
93158901	175	2006	骨汤拉面
93158926	23	2042	とり市
93158946	10	183	北京切面店
93158966	184	2124	ジュリアン
93158981	10	183	瑞华牛肉面
93158996	184	236	于家人饭庄
93159006	184	236	食里飘香
93159046	10	2109	龙记砂锅粉（瑞祥路）
93159091	10	1948	金牌酸辣粉
93159096	184	2124	楓林閣堺店
93159116	10	1966	伟华米线陕西凉皮
93159141	10	11	吉野家大通西１０丁目店
93159171	10	2109	张姐烤肉饭
93159201	10	11	福瑞居黄焖鸡米饭
93159226	184	2124	Bunrakuyaki
93159281	249	179	隆都西饼屋（建新东店）
93159286	10	2090	洪涛熟食店
93159296	10	183	玉玲面食店
93159336	10	2109	モスバーガー一号線三雲店
93159341	10	2082	福顺玲水饺
93159351	255	258	菅良
93159371	319	2119	雄记汕头牛筋丸
93159376	10	183	尹家面菜馆
93159436	184	2124	みやび野
93159471	184	2124	ベビーフェイスプラネッツ橿原店
93159486	249	179	和食屋本店
93159501	2164	2051	贺兰杨家牛羊肉店
93159521	201	1928	Mk Restaurants
93159531	230	230	湘冀情
93159536	249	12	乐佳创意蛋糕（华派艺术蛋糕）
93159576	184	2124	姐妹菜馆
93159591	315	383	缘知原味
93159611	2165	1988	休闲吧
93159626	10	2018	周记老鸭粉丝汤
93159646	10	2109	超先马脆皮炸鲜奶
93159686	10	2087	正宗东北麻辣烫
93159696	201	1922	红辣椒火锅
93159721	2165	13	七彩甜筒站
93159726	2165	13	伊利冰淇淋
93159751	10	2109	私房骨头生
93159776	229	2003	华华川粤菜馆
93159786	249	12	香之约蛋糕坊（后宅店）
93159796	184	2124	京味碳火脆皮烤鸭店
93159856	30	1911	全聚来饭店
93159861	184	2124	吉星鲜族美食
93159876	231	231	顺心风味鲜菜馆
93159901	2165	2110	royaltea皇茶新世纪（洛溪店）
93159916	184	236	时利和（新华街）
93159931	175	2005	煲千福鸡公煲
93159946	2164	2051	鑫泰源牛羊肉店
93159991	24	24	武桥洞有情章鱼店（新沙店）
93160016	184	2124	朱记天天乐菜馆
93160021	10	183	黔人百味骨汤米粉店
93160026	10	2109	亿香园硬面火烧
93160036	184	2124	三叶草西餐酒吧
93160066	2163	9	邻家农社
93160106	10	1966	杨家凉皮山西特色凉拌面
93160126	201	244	大城小锅
93160141	10	183	权兴面庄
93160146	10	11	双骏马美食
93160166	10	183	川面王
93160171	184	2124	后半山
93160176	249	12	读酥世家
93160221	184	2124	Teppanyaki restaurant Kobe Grill
93160276	201	241	胖胖鲜鱼村
93160351	23	2042	割烹萬清
93160376	184	2124	林春戴
93160441	23	2042	So-Randon
93160491	10	1949	筒子骨头鲜粉（长沙分店）
93160561	255	258	食品专卖店
93160571	184	2124	Isaribi
93160591	10	2109	信阳小吃
93160611	308	246	Secret
93160636	23	2042	Tomato Curry Restaurant Ash
93160651	249	12	粤桂越香饼屋
93160691	10	2099	沙县小吃
93160706	184	236	河间老廉驴肉馆
93160711	2165	2110	雅岛英皇茶
93160721	2165	2113	盘龙泉桶装水
93160726	10	1943	蒸优味鲜汁肉包
93160731	10	2109	发兴粉面馆
93160786	315	383	龙哥特色猪肉烧烤
93160886	184	236	净乐妈妈俄货批发店
93160941	23	2042	きざ和
93160986	249	179	弘喜堂
93161021	257	665	蕉蕉香香蕉档
93161041	2165	1988	LF Cafe
93161051	302	302	土司藏餐
93161056	201	244	八旺火锅串串
93161096	30	1911	老家饭店（069乡道）
93161121	2164	2046	维尔德农庄
93161146	184	2124	Ikkyu
93161151	10	1977	驴滋味
93161156	23	2042	鰻家
93161171	27	1993	迁安南菜市场姜大公烤鸭
93161201	10	2109	赋沅小馆
93161216	10	2019	郭记优质胡辣汤
93161221	2164	120	金鹏私房菜
93161271	10	11	吉野家８号線金沢西インター店
93161401	10	1943	特色驴肉包子。 粽子
93161481	10	1943	口品品蛋糕（第三分店）
93161511	23	2042	なおでん
93161576	2165	1988	重现重现咖啡厅
93161581	255	662	张家果子店
93161611	23	2042	てるちゃん
93161616	255	258	哦嘻洋品
93161671	2165	2110	咖雅客水吧
93161676	184	236	美琦饭店
93161681	184	2124	mjldg
93161691	184	2124	STARBUCKS COFFEE
93161741	229	2003	盐贩子川菜馆
93161761	249	179	圆心愿糕点屋
93161781	23	2042	とん松
93161796	175	2007	御寿康粗粮坊
93161821	10	2109	山泉羊汤
93161836	229	2003	优优小厨
93161841	184	2124	脊香连大盆骨
93161851	184	2124	慶華
93161861	10	11	胖子排档
93161876	229	2001	阿田大虾
93161921	184	236	春月斋
93161931	228	228	博山饭店石蛤蟆
93161986	10	2109	愤怒大鱿鱼
93162001	184	2124	Paradise Dynasty（Lot One）
93162006	10	183	成都风味面馆面香园
93162011	10	1950	桥香阁过桥米线（津狮花园店）
93162051	184	2124	卢记一品鲜
93162066	184	2124	南方风味多味主食厨房
93162091	184	2124	仕出しの多久間
93162096	309	19	Satsuma France Loire
93162106	175	2007	苑家大院
93162116	10	11	好兄弟餐馆
93162156	10	11	天娇美食城
93162166	10	11	早点来美食
93162176	10	1947	巨有味土豆粉
93162181	249	12	麻饼
93162191	10	2082	于记手工水饺（三里营店）
93162201	10	11	珠玑美食（清河路）
93162256	30	1911	二庄饭店
93162291	255	258	蔵元動物病院
93162321	249	179	Cream-King
93162371	10	2109	好吃麦肯
93162376	232	232	台湾爵柏
93162381	10	11	湖南快餐店
93162391	10	2109	蜜秘鸡地
93162396	255	258	四川阆中华珍风味食品有限公司展销厅
93162406	184	2124	中专餐厅
93162416	10	11	赵记快餐
93162436	315	383	特色小串烧烤
93162441	201	1922	四川人家
93162451	257	667	果季名会果品连锁（铁西店）
93162481	184	2124	方氏牛肉
93162541	184	2124	花港酒楼
93162546	10	11	麦当劳（新港路餐厅）
93162561	10	2084	阿诚潮粤大排档
93162571	201	244	谢家永鸿牛肉馆（二分店）
93162586	23	2042	Ｓｉｎｓｙｕダイニング猿楽
93162591	184	2124	老牌牛羊肉粉馆
93162636	10	2088	赵妈妈小龙虾店
93162646	10	2109	双鑫肉饼城
93162651	255	258	百味鲜调料店（银北地区总代理）
93162666	2164	2046	麻辣土菜馆
93162671	229	2032	左姐烧烤 烤鱼
93162676	23	2042	一丁亭周東玖珂店
93162681	10	2090	绝味鸭脖（北石路店）
93162736	10	1974	河南三鲜烩面
93162791	255	258	小汤米店
93162876	2163	9	吴家台路刚渔家（餐饮）
93162906	184	2124	雨巷满屋（饺子、东北大米）
93162911	184	2124	荒木米穀店ＦＡＸ専用
93162926	10	1949	攸县米粉
93162976	10	2109	日理万鸡（万寿店）
93162981	23	2042	甲州車屋
93163016	10	183	兰州拉面
93163056	10	11	杨铭宇黄焖鸡米饭
93163076	201	153	李记串串香（玫瑰园店）
93163106	10	2109	罗小姐手工腌菜
93163136	10	11	太和板面
93163156	10	2109	醉好吃
93163161	23	2042	Tsukiji Hamanoya Meguro
93163171	184	2124	Nakamuraya
93163176	10	2087	麻辣烫
93163251	315	383	羊入吾口炭烤羊腿
93163256	2165	1988	美好时光
93163266	319	2115	缘茶餐厅
93163271	201	244	庆云羊肉火锅
93163291	2164	2051	依黑呀回民鲜切面
93163306	257	666	鑫安肉食
93163316	10	2083	塔味源秘制椒麻鸡酸汤馄饨
93163341	10	1949	元香砂锅米粉
93163371	10	11	米之乡快餐
93163411	2165	1988	Rosehip
93163441	10	2109	老地方麻花
93163476	2164	2045	子杨家常菜
93163501	10	11	福客来餐饮店
93163526	10	2109	徐记高汤面馆
93163561	2165	2110	c0c0奶茶（河海店）
93163586	249	1901	满園甜品
93163591	10	11	兄弟饭店
93163626	184	2124	파리바게뜨 광주신창1호점
93163636	10	1943	包大人
93163686	2165	1988	Koots Greentea
93163696	10	2109	国民鸭鹁
93163701	229	2032	留一手专业烤鱼分店
93163826	23	2040	文风卷美式寿司
93163841	30	1911	华榕饭店
93163851	184	2124	光照酒家
93163886	255	662	猴王徐香
93163896	315	383	新感觉烤涮吧
93163961	201	239	铁锅柴鸡筋头巴脑
93163971	30	1911	顺发饭店（惠民路）
93163996	257	665	果实汇（青羊东一路店）
93164021	201	153	爱尚串串
93164026	2165	13	米米鸡尾冰
93164041	249	12	广鑫圆蛋糕
93164091	315	383	洪山烧烤
93164106	10	1942	寻香来灌汤包
93164111	10	11	安徽太和牛肉板面
93164121	10	11	小李凉皮面
93164146	184	2124	尔沙汆汤馆
93164151	10	1974	豫堃滋补烩面馆
93164156	249	179	美心饼屋
93164171	201	1922	栾儿老火锅
93164241	319	2115	香港奇新富鸿茶餐厅
93164256	249	12	江鹰烘焙
93164271	300	300	两义轩酒店
93164311	184	2124	大傅
93164326	184	236	阿连暇
93164356	2165	2110	麦田奶茶果汁
93164361	10	2027	零壹玖
93164371	10	11	外卖
93164401	230	230	小辣椒湘菜馆
93164436	10	1961	百佳特色炸酱面
93164446	2163	9	水田鮮魚店
93164451	10	2090	湘湘熟食店
93164461	2164	120	众众私房菜
93164471	2164	2046	乡村馍店
93164491	249	12	艾璐蛋糕（鸿通城自提点）
93164496	2164	2046	红彤彤土菜馆
93164506	10	2109	延边狗肉小吃
93164556	249	12	乐佳创意蛋糕（爱华蛋糕）
93164561	30	1911	荣家饭店
93164591	315	383	阿玛妮烧烤
93164646	184	2124	Kikuya
93164651	309	20	Italian House Do-Re-Mi
93164696	201	241	百岁鱼
93164731	249	1901	Rabbit甜品
93164746	184	2124	88超市
93164761	249	12	四季艺术蛋糕鲜花连锁（柳来路店）
93164796	184	2124	Red Lobster Tamasakaiten
93164811	10	11	津津有味餐馆
93164816	201	312	大咖火锅（港口店）
93164831	10	11	真味食坊
93164841	255	258	湘农情肉品
93164856	249	1901	台湾纯手工芋圆记
93164891	184	236	聚味轩食府
93164896	184	2124	和家康乐面食销售部
93164921	257	665	御果园
93164946	255	660	千客隆购物广场（皋埠店）
93164971	249	12	麦伦酥烘焙坊
93165001	315	220	清真鑫圣焱烤肉坊
93165011	10	11	蟹老板的店
93165036	10	2109	叶氏奇葩卤味小吃
93165061	184	2124	满亭香餐厅
93165081	255	660	Choice西选
93165106	10	2099	黄骥沙县小吃
93165126	255	258	ヤクルト徳島ヤクルト販売昭和センター
93165131	184	2124	顺鑫餐厅
93165146	23	2042	Sushiro Suwa
93165156	249	179	St-Marc Myogatani Ekimae
93165171	10	2109	高都香脆烧饼
93165186	184	2124	青峰楼
93165206	2165	2110	青柠先森
93165241	315	383	不差钱烧烤
93165271	201	153	蜀签味冷锅串串香
93165291	201	1933	爱尚旋转小火锅
93165306	10	2094	小周豆花饭
93165321	23	2042	Fufu Ramen Matsuyama
93165351	201	153	重庆码头时光串串香
93165361	10	2109	肥仔木屋烧鸡
93165366	184	2124	盛记食府
93165386	184	236	三味食府
93165456	184	2124	Shanti Shibuya
93165466	249	179	兼藤ポンポン菓子店
93165496	10	11	幸福99黄焖鸡米饭
93165526	255	258	家福粮油杂货店
93165541	184	2124	川善味噌堀止
93165576	2165	2110	青橙时光时尚饮品
93165646	249	179	進栄
93165651	249	12	思念蛋糕屋（薇薇安蛋糕店）
93165691	10	2109	火辣辣第一粉
93165696	30	1911	家源饭店
93165726	315	220	有酒有肉
93165741	23	2042	Japanese Cuisine Shimonoseki Shunpanro Tokyo
93165746	10	2022	幸福湖臭豆腐
93165781	255	258	伊利牛奶
93165786	10	183	朝天门重庆小面
93165791	10	1942	南京灌汤包
93165796	184	2124	土乡土菜晚饭夜宵
93165861	184	2124	チュッピン（Ｃｉｕｐｐｉｎ）
93165886	232	232	午餐坊
93165891	10	11	赛亚热快餐店
93165926	309	1848	乐天利（Anyang）
93165941	255	258	梓丞粮店
93165951	229	2003	常勤川菜馆
93166006	235	235	疯烧椒麻鸡饭
93166016	10	2109	袁记小吃
93166031	2165	1988	コメダ珈琲阿久比店
93166036	184	236	餃子の王将笹貫店
93166041	2165	2110	奶熊饮品站
93166081	10	1971	冰灯红肠
93166116	184	2124	Saisonnier
93166136	10	11	和群美食
93166206	2165	2110	情浓老字号奶茶店
93166221	10	11	多米诺吧
93166236	255	258	梅华杂粮店
93166306	10	251	潮帝砂锅粥
93166331	184	2124	贾传龙葵花籽花生直销中心
93166346	255	258	四季鲜冷冻食品
93166351	10	2109	皇味宫廷护心肉
93166401	10	2109	醉仙鸭
93166416	315	383	郭记板面烧烤涮
93166431	257	665	农夫果园水果超市
93166471	175	2007	旭日饭店
93166501	201	153	串串香（雅安宝兴县茶市街）
93166516	319	2121	馨享食城
93166521	10	1943	巴比馒头（银泰环球店）
93166531	23	2042	Kirakuya
93166541	184	2124	Sashimiya Shintaro Main Store
93166571	10	1949	唐记桂林米粉
93166606	10	2109	船长小食
93166631	10	2109	湛江老鸭档
93166636	2165	13	伊利冰淇淋
93166641	184	2124	Mikawa Mendon-Ya Tobata
93166696	2164	2045	绿原春家常菜馆
93166726	10	11	百味源烤吧
93166731	249	179	黄金手撕面包大众
93166746	10	2024	五福煎饼
93166761	315	383	百味烧烤
93166786	10	1943	满街香大肚包子铺
93166801	10	11	食之蜜
93166806	10	1974	羊肉特色生炝烩面
93166816	10	2109	泽茗小吃店
93166826	255	258	王妈妈私房小厨
93166846	184	2124	Genki Shichirin Yakiniku Kyushige, Tokiwadai
93166876	249	179	シュヴェステルンハウス洋菓子
93166891	175	2005	福源砂锅面食
93166936	10	2109	新口味小吃
93166946	201	239	鑫来顺涮羊肉
93166951	2165	2110	水吧（鲜榨）
93166956	229	2003	第一波小龙虾
93167046	249	179	冰爽夏日炒酸奶
93167076	23	2042	Takada
93167101	303	303	一品信阳菜
93167111	30	1911	乾顺饭店
93167146	175	2007	鑫达东北饺子馆
93167176	257	666	王新乐鲜肉专营
93167186	10	2082	北方饺子馆
93167211	309	26	ole
93167216	184	2124	攸县五谷鱼粉店
93167231	2165	1988	蒙马特坡上银河（水茶馆）
93167241	232	232	台湾猪脚饭
93167266	10	11	小乔快餐
93167281	10	1953	洛阳地锅牛肉汤
93167296	300	300	香溢渔港
93167336	255	258	农家土特产
93167346	315	383	老罗烤牛肉
93167356	2165	13	副食雪糕批发
93167366	184	2124	居酒屋ほろよい
93167371	315	383	建峰烧烤涮
93167381	184	2124	TeTeS
93167391	257	666	舟山带鱼
93167456	184	2124	파리바게뜨시화세종
93167466	10	2109	李记有家餐馆
93167496	10	2109	福满香包子经济小吃各种凉菜
93167501	184	2124	天惣
93167511	249	179	西元堂製菓店
93167531	2165	1988	Doi Chaang Coffee at The Doi Resort
93167601	184	2124	郭记熟肉批发零售
93167611	30	1917	清汤羊肉馆
93167631	184	2124	小港山清轩食品店
93167646	249	12	米苏烘焙坊（家天下店）
93167656	184	2124	山西饺子刀削面
93167666	10	1955	成都香香冒菜
93167676	2164	2045	大姐面皮家常菜
93167681	2165	2113	茶之乐
93167691	315	2044	黄毛电烤串
93167731	10	2027	樊记腊汁肉夹馍
93167761	10	2082	一品酱骨饺子
93167771	184	2124	関口米店
93167786	2164	2045	韦燕家常菜馆
93167791	2164	2045	富贵家常菜馆
93167841	319	2120	口福港式烧腊
93167856	2166	35	河南永城老四饭店
93167881	2164	2051	回味斋饭店
93167896	249	12	糕糕在上（六里桥店）
93167926	201	1925	澄迈瑞溪牛肉店老杨烧烤
93167966	184	2124	好再来饭店（博爱医院会川分院西北）
93167976	2163	9	沖屋魚店
93167981	10	1944	天天美食
93167991	184	2124	思念麻辣酱鸭店
93168026	184	236	甜蜀黍（山东总代理）
93168056	10	2109	潘记黄焖鸡米饭
93168086	184	2124	宜佳便利店
93168121	2164	120	小杨私房菜（河东村店）
93168146	10	2109	王记家常面查渣面
93168156	184	236	乐和苑
93168181	10	11	山西特色面食
93168211	184	2124	ジョイフル佐賀武雄店
93168221	315	383	清吧音乐烤吧
93168241	10	2090	绝味鸭脖（新村路店）
93168271	257	665	秋娜果菜大卖场
93168281	10	2109	红福小吃
93168286	2163	9	海鲜
93168306	23	2042	信玄事務所
93168361	201	244	于记驴肉汤火锅
93168381	23	2042	きん鮨
93168416	257	665	兴园果蔬副食超市
93168436	10	1949	君士米粉
93168441	184	236	庄脚所在平价热炒
93168446	10	183	文剑粉店
